LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_SKL_YUUGI_1,술 마시기
LOC_SYSTEM_SKL_YUUGI_2,저먼 스플렉스
LOC_SYSTEM_SKL_YUUGI_3,집어던지기
LOC_SYSTEM_SKL_YUUGI_4,괴멸의 포효
LOC_SYSTEM_SKL_YUUGI_5,삼보필살
LOC_SYSTEM_SKL_SATORI_1,트라우마
LOC_SYSTEM_SKL_SATORI_2,독심술	
LOC_SYSTEM_SKL_SHINKI_1,하급 마족 소환	
LOC_SYSTEM_SKL_SHINKI_2,중급 마족 소환	
LOC_SYSTEM_SKL_SHINKI_3,상급 마족 소환
LOC_SYSTEM_SKL_YUYUKO_ON,유령 소환 발동
LOC_SYSTEM_SKL_YUYUKO_OFF,유령 소환 해제
LOC_SYSTEM_SKL_YUYUKO_1,유령 조종
LOC_SYSTEM_SKL_YUYUKO_2,유령 소환 가속
LOC_SYSTEM_SKL_YUYUKO_3,유령 구속
LOC_SYSTEM_SKL_YUKARI_1,변용을 보는 눈
LOC_SYSTEM_SKL_YUKARI_2,환상광상혈
LOC_SYSTEM_SKL_YUKARI_3,사중결계
LOC_SYSTEM_SKL_YUKARI_4,차원고정
LOC_SYSTEM_SKL_SWAKO_JUMP,개구리 점프
LOC_SYSTEM_SKL_SWAKO_TEMPLE,신전 세우기
LOC_SYSTEM_SKL_SWAKO_WATER_GUN,물총
LOC_SYSTEM_SKL_SWAKO_TOUGUE,개구리 혀
LOC_SYSTEM_SKL_SWAKO_CURSE,토착신의 재앙
LOC_SYSTEM_SKL_SWAKO_DIGGING,굴착
LOC_SYSTEM_SKL_SWAKO_SUMMON_FLOG,개구리 소환
LOC_SYSTEM_SKL_SWAKO_STATUE,석상 세우기
LOC_SYSTEM_SKL_SWAKO_RAIN,비 내리기
LOC_SYSTEM_SKL_SWAKO_SLEEP,동면
LOC_SYSTEM_SKL_SWAKO_MISYAGUZI,미샤구지님 소환
LOC_SYSTEM_SKL_HINA_1,액땜
LOC_SYSTEM_SKL_HINA_2,무기 저주(강화)
LOC_SYSTEM_SKL_HINA_3,방어구 저주(반사)
LOC_SYSTEM_SKL_HINA_4,장신구 저주(회복)
LOC_SYSTEM_SKL_HINA_5,저주의 무기 부여
LOC_SYSTEM_SKL_JUMPING_ATTACK,도약 공격
LOC_SYSTEM_SKL_BREATH,브레스
LOC_SYSTEM_SKL_BREATH_FIRE,화염 브레스
LOC_SYSTEM_SKL_BREATH_COLDE,냉기 브레스
LOC_SYSTEM_SKL_BREATH_ELEC,전격 브레스
LOC_SYSTEM_SKL_TORMENT,지옥의 고통
LOC_SYSTEM_SKL_ABANDON_GOD,신을 버리기
LOC_SYSTEM_SKL_SEIJA_GIFT,보물 받기
LOC_SYSTEM_SKL_SEIJA_1,위치 뒤집기
LOC_SYSTEM_SKL_SEIJA_2,천하전복
LOC_SYSTEM_SKL_LILLY_1,동료 권유
LOC_SYSTEM_SKL_LILLY_2,요정 부르기
LOC_SYSTEM_SKL_LILLY_3,봄의 치유
LOC_SYSTEM_SKL_LILLY_4,요정대전쟁
LOC_SYSTEM_SKL_PHILOSOPHERS_1,화-화염구
LOC_SYSTEM_SKL_PHILOSOPHERS_2,수-워터캐논
LOC_SYSTEM_SKL_PHILOSOPHERS_3,목-질풍선
LOC_SYSTEM_SKL_PHILOSOPHERS_4,금-에메랄드 시티
LOC_SYSTEM_SKL_PHILOSOPHERS_5,토-지반 융기
LOC_SYSTEM_SKL_OKINA_1,문 생성
LOC_SYSTEM_SKL_OKINA_2,문 잠그기
LOC_SYSTEM_SKL_OKINA_3,인투 백도어
LOC_SYSTEM_SKL_OKINA_4,크레이지 백댄서즈
LOC_SYSTEM_SKL_OKINA_5,백도어 긴급탈출
LOC_SYSTEM_SKL_JUNKO_1,단순한 탄막
LOC_SYSTEM_SKL_JUNKO_2,순수한 힘
LOC_SYSTEM_SKL_JUNKO_3,순수한 살의
LOC_SYSTEM_SKL_JUNKO_4,순화
LOC_SYSTEM_SKL_JOON_AND_SION_1,빙의
LOC_SYSTEM_SKL_JOON_AND_SION_2,퀸 오브 버블
LOC_SYSTEM_SKL_JOON_AND_SION_3,미스찬스 스캐터
LOC_SYSTEM_SKL_JOON_AND_SION_4,앱솔루트 루저
LOC_SYSTEM_SKL_JOON_AND_SION_OFF,강제빙의해제
LOC_SYSTEM_SKL_MIKO_1,욕망모으기
LOC_SYSTEM_SKL_MIKO_2,축지의 망토
LOC_SYSTEM_SKL_MIKO_3,후광
LOC_SYSTEM_SKL_MIKO_4,저항얻기
LOC_SYSTEM_SKL_MIKO_5,빨간망토 파란망토
LOC_SYSTEM_SKL_MIKO_6,인기폭발
LOC_SYSTEM_SKL_UKNOWN,알수없는 능력
LOC_SYSTEM_SKL_DESCRIBE_NONE,존재하지 않는 능력이다.\n
LOC_SYSTEM_SKL_DESCRIBE_KANAKO_1,카나코님의 힘을 구현화하여 상대에게 순간적인 돌진을 할 수 있게된다.\n자신의 근접공격력, 신앙심과 거리에 비례해서 데미지가 들어가며\n사용후 이동속도가 느려지는 버프를 받게된다.\n이 버프중엔 건신초래돌을 추가적으로 사용할 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_KANAKO_2,카나코님의 기둥을 땅에 꽂는다.\n기둥은 캐릭터들의 이동을 막으며 신앙심에 비례한 체력을 가지게 된다.\n다만 기둥은 적이던 아군이건 원거리 공격을 맞지않고 통과시킨다.\n또한 신자는 이 기둥 옆에 있을때는 약간의 데미지증가 버프를 받게 된다.\n기둥은 한번에 여러개를 꽂을 수 있으나 버프는 중첩되지않는다.\n
LOC_SYSTEM_SKL_DESCRIBE_KANAKO_3,카나코님의 바람을 구현화하여 무기에 휘감게 된다.\n이때 하는 공격은 바람의 힘을 받아 넓은 범위를 공격할 수 있게된다.\n근접 공격은 주변 8방향의 모든 적을 한번에 공격하고 원거리 공격은 모든 적을 관통하게된다.\n신앙심에 비례하여 지속시간이 늘어나며 공격력은 늘어나지 않는다.\n
LOC_SYSTEM_SKL_DESCRIBE_GRAZE,그레이즈 상태가 된다. 그레이즈 상태에선 모든 원거리 탄막을 회피할 확률이 생긴다.\n틱틱틱 소리는 미지원이다.\n
LOC_SYSTEM_SKL_DESCRIBE_GRAZE_OFF,그레이즈 상태를 없앤다.\n
LOC_SYSTEM_SKL_DESCRIBE_LEVITATION,일시적인 비행 상태가 된다. 깊은물같은 지형을 통과할 수 있게 된다.\n
LOC_SYSTEM_SKL_DESCRIBE_LEVITATION_OFF,비행 상태를 없앤다.\n
LOC_SYSTEM_SKL_DESCRIBE_INVISIBLE,일시적 투명화할 수 있는 능력. 투명상태에서는 상대에게 들킬 확률이 현저히 줄어든다.\n이미 밀착해있으면 낌새를 눈치채서 따라올 수 있으며 투명을 보는 상대도 존재한다.\n또 투명상태에서는 P의 소모가 매우 빨라지니 주의해야한다.\n
LOC_SYSTEM_SKL_DESCRIBE_INVISIBLE_OFF,투명 상태를 없앤다.\n
LOC_SYSTEM_SKL_DESCRIBE_EIRIN_0,당신은 가지고 있는 물약을 던질 수 있다.\n던진 위치엔 3*3크기로 구름이 생성된다. 구름의 종류는 물약의 종류에따라 정해진다.\n이로운 물약은 던져도 연기구름만 생긴다. 해로운 물약을 던져야 강력한 구름이 나온다.\n
LOC_SYSTEM_SKL_DESCRIBE_EIRIN_1,에이린에게 몸을 맡겨 원하는대로 몸을 개조한다.\n원하는 스탯을 선택하면 그 외의 스탯이 모두 원하는 스탯으로 반영구적으로 옮겨진다.\n옮겨지는 수치는 신앙심에 따라 2~5로 유동적으로 변하며 언제라도 다시 스탯을 옮길 수 있다.\n중첩은 되지않는다. 한번 스탯을 선택하면 다시 개조하기전엔 계속 효과가 이어진다.\n
LOC_SYSTEM_SKL_DESCRIBE_EIRIN_2,높은 신앙심과 파워1칸을 소모하여 순간적으로 체력을 대부분 채워주는 에이린의 궁극 권능.\n효과는 강력하지만 사용후 일정시간이 지나면 회복한 수치만큼 그대로 부작용 데미지를 받게된다.\n
LOC_SYSTEM_SKL_DESCRIBE_BYAKUREN_1,일시적으로 지능을 강화시키는 뱌쿠렌의 신체강화마법.\n지능이 5증가하고 마법성공률, 파워가 증가하며 마나 회복속도도 증가한다.\n
LOC_SYSTEM_SKL_DESCRIBE_BYAKUREN_2,일시적으로 각력을 강화시키는 뱌쿠렌의 신체강화마법. (W)\n이동속도가 매우 매우 빨라진다. 신속과 중첩되지 않으며 지속시간은 짧은 편이다.\n가히 초인이라 부를만 하군!\n
LOC_SYSTEM_SKL_DESCRIBE_SIZUHA_1,단풍의 위에 서있는 적들에게 광기를 불어넣는다.\n단풍 위에 있는 적들에게 마법저항을 비교하여 혼란을 전부 건다.\n
LOC_SYSTEM_SKL_DESCRIBE_SIZUHA_2,당신이 끼고 있는 아티펙트가 아닌 몸통 방어구를 단풍 방어구로 바꾼다.\n단풍방어구는 시즈하를 믿고있는동안 당신의 은밀을 크게 올려준다.\n단, 옷의 종류가 단풍옷으로 바꿔져서 기존의 저항력은 사라진다.\n이 단풍방어구는 한번 바꾸면 기존의 방어구로는 되돌릴 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_SIZUHA_3,당신이 들고있는 무기에 영구적으로 단풍브랜드와 +1~2의 인챈트를 부여한다.\n단풍브랜드가 붙은 무기는 단검이 아니라도 커다란 암습데미지를 줄 수 있고\n단검인 경우엔 평범한 공격에도 암습의 확률을 준다.\n
LOC_SYSTEM_SKL_DESCRIBE_MINORIKO_1,당신에게 걸려있는 나쁜 디버프와 능력치 저하를 회복한다.\n즉시 회복되나 사용에는 신앙심과 적은양의 P를 소모한다.\n
LOC_SYSTEM_SKL_DESCRIBE_MINORIKO_2,당신이 들고 있는 음식을 소모하여 체력을 크게 회복한다.\n높은 신앙과 마나는 물론 또한 P도 1칸을 소모하는 고비용의 권능이다.\n만복도를 많이 회복하는 음식이 체력회복량도 조금 더 많다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUUGI_1,당신이 가지고있는 물약 1개를 소모하여 취기를 얻는다.\n원래 물약의 성능은 얻지못한다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUUGI_2,밀착한 상대를 잡아 저먼 스플렉스를 건다.\n상당한 데미지를 주면서 위치를 바꿀 수 있다.\n만약 잡고있는 상태라면 해당 상대에겐 신앙심 소모없이 기술을 사용할 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUUGI_3,밀착한 상대를 들어올려 멀리 던져버린다.\n던진 위치엔 큰 충격파가 일어나 날라간 상대 주위로 범위 데미지를 준다.\n플레이어는 이 충격파에 면역이 되어있다.\n만약 잡고있는 상태라면 해당 상대에겐 신앙심 소모없이 기술을 사용할 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUUGI_4,오니의 힘을 빌어 굉장한 소리로 포효한다.\n시야내의 적들은 일정 확률로 포효에 기가 죽어 벙어리 상태가 된다.\n벙어리 상태가 된 적은 당분간 마법을 사용할 수 없다.\n만약 잡고있는 상태라면 해당 상대에겐 무조건 벙어리 상태로 만든다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUUGI_5,오니의 궁극기인 삼보필살을 사용한다. 3턴간 3번의 폭발이 순차적으로 일어난다.\n폭발 범위는 점차 커져서 거의 시야 전체를 커버한다.\n만약 잡고있는 상태라면 해당 상대에겐 보통의 2배 데미지를 입힌다.\n
LOC_SYSTEM_SKL_DESCRIBE_SATORI_1,상대의 마음을 읽고 트라우마를 일깨운다.\n성공하면 상대는 공포 상태가 되어 이쪽으로부터 도망치기 시작한다.\n좀 더 낮은 확률로 상대는 공포를 넘어서서 완전한 전의상실할 가능성이 생긴다.\n전의상실한 순간 경험치의 절반을 얻을 수 있으며 상대는 영구적인 공포상태로 변한다.\n이렇게 전의상실한 상대는 죽여도 경험치를 주지않으며 시야밖으로 나가면 사라진다.\n
LOC_SYSTEM_SKL_DESCRIBE_SATORI_2,상대의 마음을 읽어낸다. 사용한 상대의 모든 생각을 읽게 된다.\n만약 대상이 동물형인경우 호감을 사서 영구적인 아군이 된다. 그러나 계단이용은 불가능해진다.\n동물형이 아닌 경우엔 명중과 회피가 매우 큰 폭으로 떨어지며 디버프에 대한 저항력이 사라진다.\n사용할때 적의 마법저항력에 비례해서 시전 턴수가 필요하며 그동안 아무행동도 할 수 없다.\n시간동안 시야에서 사라지거나 혼란,마비가 걸리면 실패하고 자신의 레벨이 올라갈수록 턴수는 줄어든다.\n
LOC_SYSTEM_SKL_DESCRIBE_SHINKI_1,하급 마족들의 작은 무리를 소환한다.\n하급 마족들은 전투엔 별다른 도움은 안되겠지만 신앙심소모가 매우 적고 양으로 승부할 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_SHINKI_2,중급 마족 1명을 무작위로 소환한다.\n사라, 루이즈, 엘리스중에 무작위로 소환되어 당신을 도와준다.\n4%의 확률로 당신을 배신할 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_SHINKI_3,상급 마족 1명을 무작위로 소환한다.\n유키, 마이, 유겐마간중에 무작위로 소환되어 당신을 도와준다.\n4%의 확률로 당신을 배신할 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUYUKO_ON,유령의 소환을 시작한다.\n유령의 소환에는 비용이 들지않으며 한번 발동해두면 끝없이 유령을 불러들인다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUYUKO_OFF,유령의 소환을 종료한다.\n언제든지 원할때 다시 유령을 불러들일 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUYUKO_1,유령을 원하는 위치로 이동시킬 수 있다.\n지정한 위치로 주변에 있는 유령들이 한꺼번에 이동된다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUYUKO_2,유령의 소환을 잠시간 가속한다.\n일정시간동안 어마어마한 속도로 유령의 수가 불어난다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUYUKO_3,1명의 영혼을 구속시켜서 자신의 노예로 삼는다.\n영혼이 구속된 상대를 일정시간 내에 잡으면 영구적인 아군으로 삼을 수 있다.\n구속된 영혼은 원본보다는 약해지지만 원본이 쓰는 마법이나 특징을 그대로 가지고 있다.\n또한 구속된 영혼은 1체까지 밖에 들고다닐 수 없다. 2번째 대상을 포획하면 원래가지고있던 영혼이 풀려난다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUKARI_1,시야내의 원하는 틈새로부터 지원사격을 요청한다.\n틈새로부터 적을 응시하는 이형의 눈이 나타나 적을 공격한다.\n이형의 눈은 낮은 체력을 가지고 있으므로 주의.\n
LOC_SYSTEM_SKL_DESCRIBE_YUKARI_2,시야내의 원하는 틈새로 공간이동을 할 수 있다. 한번 사용한 틈새는 닫힌다.\n영력과 신앙심을 제외한 별다른 디메리트 없이 순식간에 이동이 가능하다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUKARI_3,공격을 막아주는 결계를 잠시동안 소환한다.\n결계를 사용하면 방패처럼 사용할 수 있으며 방패를 장착하고있어도 성능을 상승시킨다.\n결계로 만들어진 방패는 마법패널티등을 받지 않는다.\n
LOC_SYSTEM_SKL_DESCRIBE_YUKARI_4,유카리가 경계를 건드려서 일정턴동안 선택한 위치를 중심으로 화면이 그대로 고정된다.\n고정된 상태의 지형은 시야가 이동되지않으며 상하좌우가 루프된다.\n또한 고정된 지형에 들어오지않은 적들은 차원고정이 끝나기전에 움직일 수 없다.\n계단을 타게되면 차원 고정은 풀린다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_JUMP,2칸의 짧은 거리를 한번에 이동할 수 있다.\n효과는 적지만 영력소모가 적고 연속으로 쓸 수 있다.\n비행이나 수영이 가능해도 물가로는 점프할 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_TEMPLE,현재 서있는 위치에 스와코님의 신전을 세울 수 있다.\n사용시 큰 파워가 소모되지만 신앙심을 얻을 수 있다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_WATER_GUN,원거리의 적에게 물총을 쏠 수 있다.\n위력은 낮지만 큰 비용없이 연사할 수 있는 것이 장점이다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_TOUGUE,원거리의 적에게 커다란 혀를 이용하여 근처로 끌고 온다.\n사격형식으로 나가므로 사이에 막혀있다면 맞출 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_CURSE,적 하나에 재앙을 내려서 독과 감속효과를 건다.\n독저항이 있어도 마법저항이 높아도 상관없이 걸 수 있지만\n적이 나보다 강력할수록 감속 시간은 짧아진다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_DIGGING,사거리안의 일직선상에 있는 모든 벽을 굴착한다.\n사용시 생각보다 큰 소음이 난다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_SUMMON_FLOG,잠시동안 아군의 개구리를 소환한다.\n신도의 레벨에 비례해서 강력한 개구리가 나온다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_STATUE,잠시동안 개구리 석상을 위치에 소환한다.\n석상은 유리 벽과 같아서 시야는 통하지만 이동과 사격을 모두 막을 수 있다.\n일정 시간이 지나면 사라진다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_RAIN,주변에 거대한 물웅덩이를 만든다.\n깊은 물은 날거나 수영할 수 없는 적의 이동을 막는다.\n추가로 아군 개구리를 여럿 소환한다.\n자신이 날 수 없거나 수영할 수 없으면 자신도 움직일 수 없게 된다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_SLEEP,잠시동안 땅속에 박혀서 모든 공격으로부터 무적이 되고 체력과 영력을 회복한다.\n또한 턴동안 주변의 적들이 플레이어를 놓치고 이리저리 이동하게 된다.\n일정 시간이 지나면 잠에서 깨지만 그 반작용으로 짧은 감속에 걸린다.\n
LOC_SYSTEM_SKL_DESCRIBE_SWAKO_MISYAGUZI,스와코님이 사역하고있는 강력한 미샤구지님을 잠시동안 소환한다.\n1번에 하나의 미샤구지님만 소환할 수 있지만 강력한 저주 공격을 가하는 듬직한 소환수다.\n
LOC_SYSTEM_SKL_DESCRIBE_HINA_1,저주가 걸려있는 장비의 마이너스 인챈트를 플러스로 바꾼다.\nP의 소모를 제외한 별다른 비용은 들지 않는다.\n
LOC_SYSTEM_SKL_DESCRIBE_HINA_2,현재 들고있는 무기에 저주를 걸면서 일시적으로 저주 브랜드가 부여된다.\n저주브랜드가 붙은 무기는 저항이 불가능한 독데미지를 적에게 줄 수 있고\n일정 확률로 감속 효과를 준다. 브랜드가 걸려있거나 걸 수 없으면 힘이 강화된다.\n들고있는 무기에 이미 저주가 걸려있으면 사용할 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_HINA_3,현재 장착하고 있는 방어구에 저주를 걸면서 일시적으로 모든 데미지를 반사한다.\n몸통 방어구에 저주를 걸때는 더욱 더 긴 지속시간을 가진다.\n장착하고 있는 방어구에 이미 저주가 걸려있으면 사용할 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_HINA_4,현재 장착하고 있는 장신구에 저주를 걸면서 체력과 영력을 회복한다.\n장착하고 있는 장신구에 이미 저주가 걸려있으면 사용할 수 없다.\n
LOC_SYSTEM_SKL_DESCRIBE_HINA_5,당신이 들고있는 무기에 영구적으로 저주브랜드와 +1~2의 인챈트를 부여한다.\n저주브랜드가 붙은 무기는 저항이 불가능한 독데미지를 적에게 줄 수 있고\n일정 확률로 감속 효과를 준다.\n
LOC_SYSTEM_SKL_DESCRIBE_BREATH,발현된 용의 속성에 맞는 브레스를 일직선으로 발사한다.\n사용후 일정시간 피로가 쌓여서 연속 사용은 안된다.\n
LOC_SYSTEM_SKL_DESCRIBE_TORMENT,시야내의 있는 적들의 체력을 절반으로 만들어버리는 무서운 기술.\n당신이 악마의 피를 이어받고있기때문에, 당신은 이 피해로부터 면역이다.\n
LOC_SYSTEM_SKL_DESCRIBE_ABANDON_GOD,당신이 믿고 있는 신을 버린다.\n신을 버린 순간 신에게 얻은 권능과 이점이 사라지며 신의 분노를 사게된다.\n당신이 신의 분노를 사는 동안엔 신의 징벌을 받게 됩니다. 많은 시간이 지나면 징벌은 사라진다.\n
LOC_SYSTEM_SKL_DESCRIBE_SEIJA_GIFT,세이자가 다른 신들에게서 훔쳐온 보물을 선물로 받는다.\n선택한 신의 훔쳐온 보물을 받는 대신에 선택한 신의 징벌상태가 된다.\n또한 세이자로부터의 신용을 조금씩 잃습니다. 선택한 신의 징벌이 끝나면 다시 받을 수 있다.\n이 권능은 일정 시간이 흐르면 자동으로 사라지면서 신앙심 또한 똑같이 감소한다.\n
